,0
2735,1.5
2737,1.25
2739,1.25
2740,1.0
2741,1.5
2742,1.5
2743,1.5
2744,1.5
2745,1.25
2746,1.0
2751,153.75
2752,0.75
2753,1.0
2755,1.25
2756,1.0
2757,1.75
2758,1.75
2760,1.25
2761,1.25
2762,1.25
2763,1.25
2764,1.0
2767,1.25
2768,1.0
2770,1.25
2772,1.0
2773,1.0
2774,1.0
2776,1.0
2779,1.5
2780,1.75
2782,1.25
2786,1.5
2787,1.25
2789,1.25
2790,1.25
2792,1.0
2793,1.25
2794,1.0
2795,1.25
2796,1.5
2797,1.5
2798,1.5
2799,1.5
2802,1.5
2803,1.5
2805,1.25
2808,1.25
2809,1.0
2811,1.25
2812,1.25
2813,0.75
2814,1.0
2815,1.5
2816,1.25
2818,1.5
2819,1.25
2820,1.5
2821,1.25
2824,1.5
2825,1.5
2827,1.25
2828,1.5
2830,1.5
2834,0.75
2836,1.25
2837,1.75
2839,1.25
2842,1.5
2843,1.5
2844,1.25
2845,1.25
2846,1.0
2847,1.25
2851,1.25
2852,1.0
2853,1.25
2856,1.25
2858,1.0
2859,1.75
2860,-221.25
2861,1.75
2862,1.5
2863,1.75
2864,1.5
2866,1.5
2867,1.5
2868,1.25
2870,1.0
2871,1.0
2872,1.0
2874,1.5
2875,1.5
2876,1.25
2877,1.25
2881,1.25
2882,1.0
2883,1.25
2884,1.25
2885,1.25
2888,1.25
2889,1.0
2891,1.0
2894,1.5
2895,1.5
2898,1.25
2900,1.25
2901,1.0
2902,1.0
2904,1.25
2905,1.0
2906,1.25
2907,1.0
2908,1.25
2909,1.0
2911,1.5
2912,1.5
2913,1.5
2915,1.5
2916,1.75
2917,1.25
2918,1.5
2919,1.5
2921,1.75
2922,1.5
2924,1.5
2926,1.0
2927,1.5
2928,1.0
2930,1.0
2931,1.0
2932,1.0
2933,1.75
2936,1.25
2937,1.25
2938,1.25
2939,1.25
2940,1.0
2941,1.0
2942,1.25
2943,1.25
2944,1.5
2946,1.5
2947,1.5
2948,1.25
2950,1.25
2952,1.25
2953,1.0
2955,1.5
2956,1.5
2957,1.25
2958,1.25
2959,1.0
2962,1.0
2964,1.25
2967,1.25
2968,1.25
2969,1.25
2970,1.25
2971,1.25
2973,1.0
2974,1.25
2978,1.0
2983,1.5
2984,1.25
2985,1.25
2987,1.25
2988,1.25
2989,1.5
2990,1.5
2991,1.0
2993,1.25
2994,1.25
2995,1.25
2996,1.0
2998,1.25
2999,0.75
3000,-202.75
3001,5.0
3002,-226.5
3003,-145.5
3006,1.5
3008,1.5
